Pais,Mes,Anio,Tipo_de_evento,Muertos
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Bolivia,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Disturbios,0
Brazil,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Disturbios,1
Colombia,2019-09-01,2019,Disturbios,0
Colombia,2019-09-01,2019,Disturbios,0
Colombia,2019-09-01,2019,Disturbios,0
Argentina,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Disturbios,0
Argentina,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Disturbios,0
Ecuador,2019-09-01,2019,Disturbios,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Disturbios,0
Colombia,2019-09-01,2019,Disturbios,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Disturbios,0
Brazil,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Disturbios,0
Peru,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Peru,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Peru,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Disturbios,0
Argentina,2019-09-01,2019,Disturbios,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Disturbios,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Disturbios,0
Brazil,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Disturbios,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Disturbios,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Bolivia,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Paraguay,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Argentina,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Disturbios,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Peru,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Brazil,2019-09-01,2019,Disturbios,0
Brazil,2019-09-01,2019,Disturbios,0
Bolivia,2019-09-01,2019,Disturbios,0
Ecuador,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Disturbios,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Disturbios,0
Paraguay,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Peru,2019-09-01,2019,Disturbios,0
Bolivia,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Peru,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Disturbios,0
Paraguay,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Brazil,2019-09-01,2019,Disturbios,0
Brazil,2019-09-01,2019,Disturbios,0
Brazil,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Peru,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Disturbios,1
Venezuela,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Disturbios,0
Colombia,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Peru,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Argentina,2019-09-01,2019,Protestas,0
Uruguay,2019-09-01,2019,Protestas,0
Uruguay,2019-09-01,2019,Disturbios,0
Argentina,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Chile,2019-09-01,2019,Disturbios,0
Argentina,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Bolivia,2019-09-01,2019,Disturbios,0
Bolivia,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Disturbios,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Peru,2019-09-01,2019,Protestas,0
Brazil,2019-09-01,2019,Disturbios,0
Venezuela,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Ecuador,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Paraguay,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Uruguay,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Colombia,2019-09-01,2019,Protestas,0
Chile,2019-09-01,2019,Protestas,0
Argentina,2019-09-01,2019,Protestas,0
Venezuela,2019-09-01,2019,Protestas,0
